item_id,qtype,domain,concept,difficulty,persona,model_id,model_tag,seed,demographic_context,generated_at,correct,grade_method,input_tokens,output_tokens,latency_ms,cost_usd,error
MCQ_math_5D49D29C,MCQ,mathematics,fractions,hard,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:50:34.705127,1.0,pattern_match,339,145,2592.3,0.000774,
MCQ_math_5EEA087C,MCQ,mathematics,fractions,medium,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:50:16.796040,1.0,pattern_match,359,177,3013.7,0.00089,
MCQ_math_5F217943,MCQ,mathematics,fractions,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:51:34.818235,1.0,pattern_match,323,121,2179.5,0.000686,
MCQ_math_5F5A169D,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:55:20.377902,1.0,pattern_match,289,87,1730.5,0.00055,
MCQ_math_616666B7,MCQ,mathematics,fractions,medium,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:51:17.846729,0.0,pattern_match,354,174,3420.8,0.000876,
MCQ_math_618306C9,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:57:25.602427,1.0,pattern_match,287,70,1898.6,0.000497,
MCQ_math_61A0DC50,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:58:50.634804,1.0,pattern_match,288,77,1939.5,0.000519,
MCQ_math_634DBE26,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:57:18.165120,1.0,pattern_match,288,81,7305.9,0.000531,
MCQ_math_63579390,MCQ,mathematics,arithmetic,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:50:41.932300,1.0,pattern_match,316,119,2174.2,0.000673,
MCQ_math_63D4686F,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:58:15.592252,1.0,pattern_match,288,79,2163.5,0.000525,
MCQ_math_696208CC,MCQ,mathematics,multi_step,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:49:42.716903,1.0,pattern_match,375,162,11119.0,0.000861,
MCQ_math_69C9D805,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:54:16.741752,1.0,pattern_match,288,88,2736.1,0.000552,
MCQ_math_6AB7FE87,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:56:22.072796,1.0,pattern_match,289,86,1856.6,0.000547,
MCQ_math_6B9D95DC,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:54:40.055681,,ungraded,287,87,1762.0,0.000548,
MCQ_math_6BFA49FD,MCQ,mathematics,multi_step,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:53:02.389361,0.0,pattern_match,322,94,2139.6,0.000604,
MCQ_math_6CDECD02,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:55:12.734159,1.0,pattern_match,288,71,1535.4,0.000501,
MCQ_math_6D67C0D3,MCQ,mathematics,arithmetic,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:52:39.551471,1.0,pattern_match,343,112,2235.0,0.000679,
MCQ_math_6DAE8415,MCQ,mathematics,arithmetic,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:52:47.072673,0.0,pattern_match,313,157,3456.7,0.000784,
MCQ_math_6F12B35B,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:58:11.920711,1.0,pattern_match,288,98,1908.5,0.000582,
MCQ_math_700D898C,MCQ,mathematics,arithmetic,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:54:05.522635,0.0,pattern_match,329,175,3037.0,0.000854,
MCQ_math_73BFF894,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:54:55.306763,1.0,pattern_match,288,63,1774.7,0.000477,
MCQ_math_77990D53,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:59:32.651538,1.0,pattern_match,287,70,1719.5,0.000497,
MCQ_math_77E9373C,MCQ,mathematics,percentages,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:50:19.028318,1.0,pattern_match,316,95,2231.5,0.000601,
MCQ_math_791687DD,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:59:50.963906,,ungraded,287,40,1363.7,0.000407,
MCQ_math_7B276C0F,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:54:34.834232,1.0,pattern_match,289,86,2019.1,0.000547,
MCQ_math_7B436746,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:59:10.583744,1.0,pattern_match,289,67,1820.0,0.00049,
MCQ_math_7E09280B,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:57:37.328025,1.0,pattern_match,289,82,1704.2,0.000535,
MCQ_math_7EB5E239,MCQ,mathematics,fractions,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:52:51.593982,1.0,pattern_match,323,114,2259.4,0.000665,
MCQ_math_80A64170,MCQ,mathematics,arithmetic,medium,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:53:19.431772,0.0,pattern_match,354,172,2909.8,0.00087,
MCQ_math_818FDF11,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:58:24.922405,1.0,pattern_match,288,79,1673.3,0.000525,
MCQ_math_81AA0B82,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:56:14.629815,0.0,pattern_match,288,72,1514.1,0.000504,
MCQ_math_81D5E042,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:56:56.947906,1.0,pattern_match,289,95,1793.8,0.000574,
MCQ_math_820069A6,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:59:54.297957,1.0,pattern_match,289,67,1595.0,0.00049,
MCQ_math_821C224F,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:58:01.470822,1.0,pattern_match,287,70,1565.0,0.000497,
MCQ_math_844F0AB5,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:54:27.077403,1.0,pattern_match,288,79,1611.7,0.000525,
MCQ_math_846533FF,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:57:07.453379,1.0,pattern_match,288,77,1723.2,0.000519,
MCQ_math_8468C957,MCQ,mathematics,arithmetic,medium,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:53:06.777088,1.0,pattern_match,329,103,1920.6,0.000638,
MCQ_math_85C5D098,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:55:07.086239,1.0,pattern_match,287,70,1639.5,0.000497,
MCQ_math_85C978E2,MCQ,mathematics,percentages,hard,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:53:13.995578,1.0,pattern_match,333,103,1803.0,0.000642,
MCQ_math_866C1AF6,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:58:08.202855,1.0,pattern_match,288,76,1561.4,0.000516,
MCQ_math_88152492,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:57:39.167777,1.0,pattern_match,288,79,1837.9,0.000525,
MCQ_math_88A3ACDD,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:57:59.904972,0.0,pattern_match,288,71,1501.7,0.000501,
MCQ_math_89D7F328,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:58:57.769039,1.0,pattern_match,287,70,1627.6,0.000497,
MCQ_math_89E2B141,MCQ,mathematics,fractions,medium,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:52:19.378559,0.0,pattern_match,340,180,3600.0,0.00088,
MCQ_math_89F20FF6,MCQ,mathematics,percentages,medium,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:51:42.884606,1.0,pattern_match,341,143,2539.5,0.00077,
MCQ_math_8A39B1B8,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:54:08.749745,1.0,pattern_match,288,69,1591.8,0.000495,
MCQ_math_8A7D2633,MCQ,mathematics,percentages,hard,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:50:44.110240,0.0,pattern_match,361,120,2177.0,0.000721,
MCQ_math_8B5D9660,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:54:57.059962,1.0,pattern_match,288,88,1752.1,0.000552,
MCQ_math_8BEAA45A,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:56:55.153638,1.0,pattern_match,288,98,1790.1,0.000582,
MCQ_math_8D5CABA8,MCQ,mathematics,fractions,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:52:58.093784,1.0,pattern_match,360,140,3799.2,0.00078,
MCQ_math_8DD1A3A1,MCQ,mathematics,arithmetic,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:51:52.850873,1.0,pattern_match,325,117,2178.4,0.000676,
MCQ_math_8DE81FE0,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:56:42.645991,1.0,pattern_match,288,75,1658.5,0.000513,
MCQ_math_8EDBFCFD,MCQ,mathematics,multi_step,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:52:43.613468,0.0,pattern_match,322,108,2075.3,0.000646,
MCQ_math_90A3D52A,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:57:04.115382,1.0,pattern_match,288,91,1901.2,0.000561,
MCQ_math_90A565AB,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:57:32.191103,1.0,pattern_match,288,76,1696.7,0.000516,
MCQ_math_916513EE,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:56:26.787465,1.0,pattern_match,287,82,1762.3,0.000533,
MCQ_math_91A85270,MCQ,mathematics,arithmetic,hard,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:53:56.741717,1.0,pattern_match,326,112,2276.8,0.000662,
MCQ_math_92ACA573,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:59:34.865172,1.0,pattern_match,288,98,2212.6,0.000582,
MCQ_math_9314D2BB,MCQ,mathematics,multi_step,hard,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:53:29.857617,1.0,pattern_match,339,200,3159.4,0.000939,
MCQ_math_93A23E15,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:55:16.421919,1.0,pattern_match,287,87,1839.1,0.000548,
MCQ_math_9461F3EF,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:55:09.153646,1.0,pattern_match,288,95,2066.3,0.000573,
MCQ_math_94FB3809,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:56:29.203037,1.0,pattern_match,288,82,2414.7,0.000534,
MCQ_math_97F932B0,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:55:22.693637,,ungraded,288,68,2313.3,0.000492,
MCQ_math_9895D248,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:54:31.081315,1.0,pattern_match,287,102,2195.8,0.000593,
MCQ_math_994B6770,MCQ,mathematics,arithmetic,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:51:02.892172,1.0,pattern_match,356,188,3352.5,0.00092,
MCQ_math_99E11C83,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:56:34.345058,1.0,pattern_match,288,76,1605.6,0.000516,
MCQ_math_9B30A1A7,MCQ,mathematics,fractions,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:49:55.590433,1.0,pattern_match,323,107,2335.6,0.000644,
MCQ_math_9B989521,MCQ,mathematics,multi_step,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:53:12.190753,1.0,pattern_match,335,142,2234.6,0.000761,
MCQ_math_9D653C6B,MCQ,mathematics,multi_step,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:51:05.812473,1.0,pattern_match,329,159,2919.0,0.000806,
MCQ_math_9D8FDE2A,MCQ,mathematics,arithmetic,medium,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:51:29.890307,,ungraded,341,200,3091.0,0.000941,
MCQ_math_9EA8E728,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:57:02.213544,1.0,pattern_match,287,70,1623.0,0.000497,
MCQ_math_9ECA2D52,MCQ,mathematics,multi_step,hard,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:50:39.757406,1.0,pattern_match,336,154,2684.7,0.000798,
MCQ_math_9ECEA80A,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:59:49.599069,1.0,pattern_match,288,81,1601.8,0.000531,
MCQ_math_9F420A44,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:54:14.003851,1.0,pattern_match,289,85,1782.0,0.000544,
MCQ_math_9FB10F42,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:54:36.775319,1.0,pattern_match,288,85,1939.4,0.000543,
MCQ_math_A0832DC9,MCQ,mathematics,multi_step,medium,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:53:04.855450,0.0,pattern_match,326,122,2465.1,0.000692,
MCQ_math_A15A2F36,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:57:33.745196,1.0,pattern_match,287,70,1551.4,0.000497,
MCQ_math_A275EDA9,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:59:24.036834,1.0,pattern_match,287,70,1790.5,0.000497,
MCQ_math_A3125F83,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:56:23.543426,1.0,pattern_match,288,73,1469.9,0.000507,
MCQ_math_A3AFB2DD,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:59:14.200854,1.0,pattern_match,288,76,1629.5,0.000516,
MCQ_math_A43D6BBA,MCQ,mathematics,arithmetic,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:50:59.538697,1.0,pattern_match,376,200,4263.4,0.000976,
MCQ_math_A51C0664,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:59:22.245450,1.0,pattern_match,288,91,1698.3,0.000561,
MCQ_math_A6AF3D66,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:56:11.433906,,ungraded,288,57,1583.6,0.000459,
MCQ_math_A6D37DDF,MCQ,mathematics,geometry,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:51:48.611421,1.0,pattern_match,331,165,2848.1,0.000826,
MCQ_math_A76AE9FC,MCQ,mathematics,arithmetic,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:49:48.211064,1.0,pattern_match,311,106,3258.1,0.000629,
MCQ_math_A82E62FA,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:56:58.974196,1.0,pattern_match,288,84,2024.9,0.00054,
MCQ_math_A8F08627,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:59:17.295580,1.0,pattern_match,288,77,1614.3,0.000519,
MCQ_math_AA8AE9EA,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:59:06.715403,1.0,pattern_match,287,70,1825.8,0.000497,
MCQ_math_AB9A753D,MCQ,mathematics,multi_step,hard,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:51:20.998049,1.0,pattern_match,330,160,3150.4,0.00081,
MCQ_math_ACD3BE03,MCQ,mathematics,arithmetic,medium,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:52:25.252078,1.0,pattern_match,392,158,2836.1,0.000866,
MCQ_math_ACDC6640,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:57:51.033923,,ungraded,287,78,1912.1,0.000521,
MCQ_math_AE9D2F35,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:56:17.889820,1.0,pattern_match,287,70,1746.6,0.000497,
MCQ_math_AEB77C78,MCQ,mathematics,percentages,medium,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:51:11.371296,1.0,pattern_match,325,197,3271.5,0.000916,
MCQ_math_B1356DB8,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:58:52.447032,1.0,pattern_match,289,76,1811.1,0.000517,
MCQ_math_B189670C,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:58:32.726543,1.0,pattern_match,288,76,1602.7,0.000516,
MCQ_math_B1EE51A2,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:54:23.489860,,ungraded,288,60,3202.9,0.000468,
MCQ_math_B2548EEF,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:57:56.901885,1.0,pattern_match,289,85,3859.4,0.000544,
MCQ_math_B28AB8E6,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:59:42.086094,1.0,pattern_match,287,77,2063.2,0.000518,
MCQ_math_B3ACE7F2,MCQ,mathematics,arithmetic,medium,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:51:24.223883,,ungraded,323,200,3225.2,0.000923,
MCQ_math_B437556E,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:58:39.899769,1.0,pattern_match,288,99,3548.0,0.000585,
MCQ_math_B52FABDC,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:59:38.230192,1.0,pattern_match,288,79,1694.6,0.000525,
MCQ_math_B66F8A74,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:59:29.076180,,ungraded,288,70,1547.2,0.000498,
MCQ_math_B72F93B7,MCQ,mathematics,arithmetic,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:50:29.699592,1.0,pattern_match,329,117,2424.9,0.00068,
MCQ_math_B9CB8F4F,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:55:24.334208,1.0,pattern_match,288,78,1639.5,0.000522,
MCQ_math_BB0AF2A8,MCQ,mathematics,multi_step,hard,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:50:48.664176,0.0,pattern_match,363,200,4552.9,0.000963,
MCQ_math_BB2DF7F7,MCQ,mathematics,multi_step,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:51:59.666191,1.0,pattern_match,347,139,2564.0,0.000764,
MCQ_math_BB7DEAE9,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:55:39.582228,1.0,pattern_match,289,76,1899.7,0.000517,
MCQ_math_BC46E379,MCQ,mathematics,arithmetic,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:51:08.099329,1.0,pattern_match,330,124,2286.0,0.000702,
MCQ_math_BD188602,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:54:58.587016,1.0,pattern_match,287,82,1526.1,0.000533,
MCQ_math_BD63B81E,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:56:35.952583,1.0,pattern_match,287,70,1605.9,0.000497,
MCQ_math_BD6642F8,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T17:00:11.261360,1.0,pattern_match,288,81,1969.2,0.000531,
MCQ_math_BDAABCA0,MCQ,mathematics,multi_step,medium,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:53:44.409968,1.0,pattern_match,321,150,2523.6,0.000771,
MCQ_math_BE386B33,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:58:47.113117,1.0,pattern_match,288,76,1941.2,0.000516,
MCQ_math_C10FEB35,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:55:35.637734,1.0,pattern_match,287,82,2001.9,0.000533,
MCQ_math_C11E8FEF,MCQ,mathematics,geometry,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:57:42.603682,1.0,pattern_match,287,70,1745.9,0.000497,
MCQ_math_C4470CF5,MCQ,mathematics,percentages,medium,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:51:45.762590,,ungraded,323,200,2876.9,0.000923,
MCQ_math_C5B74D54,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:58:13.427975,1.0,pattern_match,289,70,1506.2,0.000499,
MCQ_math_C6290889,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:56:45.927503,1.0,pattern_match,288,82,1778.7,0.000534,
MCQ_math_C667E110,MCQ,mathematics,fractions,hard,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:49:53.254108,1.0,pattern_match,339,136,2382.8,0.000747,
MCQ_math_C72CBAEB,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:59:12.569401,1.0,pattern_match,288,84,1983.7,0.00054,
MCQ_math_C7636DBA,MCQ,mathematics,multi_step,medium,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:50:24.341391,1.0,pattern_match,360,164,2800.5,0.000852,
MCQ_math_C7E7FB1F,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:57:28.984555,1.0,pattern_match,289,76,2069.9,0.000517,
MCQ_math_C8348AC9,MCQ,mathematics,arithmetic,medium,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:54:02.484027,1.0,pattern_match,346,164,2657.2,0.000838,
MCQ_math_C9A65F90,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:56:13.114920,1.0,pattern_match,289,82,1680.1,0.000535,
MCQ_math_CA417692,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:54:51.763191,,ungraded,288,60,1985.0,0.000468,
MCQ_math_CC09D432,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:56:49.776187,1.0,pattern_match,288,82,1836.0,0.000534,
MCQ_math_CC5DF739,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:55:27.764551,1.0,pattern_match,288,81,2033.7,0.000531,
MCQ_math_CC8A2033,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:59:18.947939,1.0,pattern_match,289,74,1651.7,0.000511,
MCQ_math_CCEA0A9B,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:55:31.983466,0.0,pattern_match,288,77,1834.8,0.000519,
MCQ_math_CDABE5E0,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:59:20.545832,1.0,pattern_match,288,84,1596.8,0.00054,
MCQ_math_CE3D2CB5,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:57:53.041575,1.0,pattern_match,288,77,2007.0,0.000519,
MCQ_math_CE437A52,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:55:18.646201,,ungraded,288,60,2222.6,0.000468,
MCQ_math_CE4F5C73,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:54:07.156050,1.0,pattern_match,288,77,1631.6,0.000519,
MCQ_math_D0D1C19D,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:56:03.033558,,ungraded,288,60,1561.8,0.000468,
MCQ_math_D13AB2AB,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:54:32.813986,1.0,pattern_match,288,82,1731.4,0.000534,
MCQ_math_D16C7C33,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:57:23.703080,1.0,pattern_match,288,76,1532.7,0.000516,
MCQ_math_D29CB71A,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:55:56.690762,1.0,pattern_match,289,80,1687.6,0.000529,
MCQ_math_D2EA5764,MCQ,mathematics,percentages,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:54:12.220224,1.0,pattern_match,288,79,1707.9,0.000525,
MCQ_math_D31D0C60,MCQ,mathematics,arithmetic,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:53:46.945740,1.0,pattern_match,346,116,2533.8,0.000694,
MCQ_math_D488595E,MCQ,mathematics,algebra,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:54:28.882661,1.0,pattern_match,288,82,1804.2,0.000534,
MCQ_math_D4A69ECB,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:54:25.463616,1.0,pattern_match,289,82,1970.6,0.000535,
MCQ_math_D53D91D9,MCQ,mathematics,multi_step,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:55:02.097488,1.0,pattern_match,289,81,1795.3,0.000532,
MCQ_math_D572A8AA,MCQ,mathematics,fractions,,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:56:06.218935,1.0,pattern_match,288,82,1637.3,0.000534,
MCQ_math_D5C90E35,MCQ,mathematics,multi_step,easy,P1,gpt-4o-mini,gpt-4o-mini,42,,2026-05-19T16:52:04.854329,1.0,pattern_match,355,126,2734.9,0.000733,
